user_id;condition;chosen_group;tutorial;age;sex;sex[freetext];nationality;nationality[freetext];url_where_from;url_where_from[freetext];tags_tutorial.Anzahl Tags im Tutorial;rating_tutorial_1. Rating der Tutorial Tags Dennis;rating_tutorial_2. Rating der Tutorial Tags Luis;rating_tutorial_mean. Rating der Tutorial Tags Durchschnitt;KIM_enjoyment_1. Gesamtrating KIM enjoyment nach Tutorial_1; KIM_enjoyment_2. Gesamtrating KIM enjoyment nach Tutorial_2;lbg_1_leaderboard. Ich mochte es, mich mit anderen auf einer Bestenliste zu vergleichen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];lbg_2_motivated. Mich mit anderen auf einer Bestenliste vergleichen zu können, hat mich motiviert, mehr Tags zu erstellen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];lbg_3_motivating_in_general. Ich finde den Vergleich mit anderen auf einer Bestenliste allgemein motivierend. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];lbg_4_distracted. Ich fühlte mich durch die Bestenliste abgelenkt. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];lbg_5_design. Mir hat das Aussehen der Bestenliste gefallen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];choice_tutorial. Das Tutorial half mir, meine Wahlmöglichkeiten zu verstehen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];choice_overstained. Ich fühlte mich überfordert zu entscheiden, welche Version der Bestenliste ich verwenden möchte. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];choice_liked. Ich finde es gut, dass ich entscheiden konnte welche Version der Bestenliste verwendet wurde. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];choice_scroll. Ist dir aufgefallen, dass du auf der Bestenliste, welche alle Spieler*innen gleichzeitig angezeigt hat, hoch und runter scrollen kannst? [Ja/Nein];choice_scroll_perception. Ich finde es gut, dass ich auf der Bestenliste scrollen muss, um alle Spieler*innen zu sehen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];lbs_absolute_chosen_explain. Warum hast du die Bestenliste ausgewählt, welche alle Spieler gleichzeitig angezeigt hat, anstatt der Bestenliste, welche nur die Spieler angezeigt hat welche direkt über und unter du platziert waren? [Freitext];lbs_relative_chosen_explain. Warum hast du die Bestenliste ausgewählt, welche nur die Spieler angezeigt hat welche direkt über und unter Ihnen platziert waren, anstatt der Bestenliste welche alle Spieler gleichzeitig angezeigt hat? [Freitext];lbs_choice_count. Hier siehst du Bilder, welche die Bestenlisten mit nur 7 anstatt 100 Teilnehmern zeigen. Hättest du dich anders entschieden, wenn im Tutorial diese Bestenlisten präsentiert worden wären?[Ja/Nein];lbs_choice_explain. Warum hättest du dich anders entschieden?[Freitext];lbs_choice_count_2. Hier siehst du Bilder, welche die Bestenlisten mit nur 1000 anstatt 100 Teilnehmern zeigen. Hättest du dich anders entschieden, wenn im Tutorial diese Bestenlisten präsentiert worden wären?[Ja/Nein];lbs_choice_explain_2. Warum hättest du dich anders entschieden?[Freitext];basics_gaming_time. Wie viele Stunden pro Woche spielst du im Schnitt Spiele (egal ob analog oder digital)? [keine, weniger als 1, 1-3, 4-10, 11-15, 16-20, 21-25, mehr als 26, Möchte ich nicht beantworten];basics_gami_exp_except_study. Unter "Gamification" versteht man den Einsatz spieltypischer Elemente (z.B. Punk- te/Bestenlisten) in spielfremden Umgebungen zur Verhaltensänderung und zur Steigerung der Motivation (z.B. Vergabe von Punkten in Fitnessapps). Hast du, abgesehen von der Gamifizierung, die in dieser Studie angeboten bzw. genutzt wurde, in der Vergangenheit Erfahrungen mit gamifizierten Systemen gemacht? [No/Yes];basics_gami_good. Ich fand die in dieser Studie angebotene Gamification gut [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_gami_general_liking. Ich verwende gerne gamifizierte Systeme. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_game_affinity. Ich halte mich selbst für spielaffin. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_video_game_frequency. Ich spiele häufig Videospiele. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_video_game_passion. Ich habe eine Leidenschaft für Videospiele. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_board_game_frequency. Ich spiele häufig Brettspiele. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_board_game_passion. Ich habe eine Leidenschaft für Brettspiele. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];basics_game_performance. Es ist mir in Spielen allgemein wichtig, gute Leistungen zu bringen. [Stimme nicht zu, Stimme eher nicht zu, Weder noch, Stimme eher zu, Stimme zu];cc_usable;cc_comments;end_usable;
6501;6;2;1;3;1;;0;deutsch;1;;10;2,8571;2,8571;2,8571;13;10;2;4;3;5;4;5;2;5;1;1;;Die Bestenliste, welche alle Spieler*innen gleichzeitig angezeigt hat, hat mich von dem Bild abgelenkt, da in dem Moment der Drang höher war sich das genau anzuschauen und sich zu Vergleichen. Es war nicht motivierend. Im Gegenteil sogar, ich wurde von der langen Liste förmlich erschlagen und war gleich demotiviert, weil man jeden einzelnen Spieler der vor einem ist und somit 'Besser' ist sieht. Zu dem bringt diese lange Liste eine gewisse Unordnung mit sich. Bei der kurzen Bestenliste ist mein aktueller Stand viel überschaubarer.;1;Die Liste ist durchaus kürzer und überschaubarer.;0;;2;0;5;;5;2;4;2;4;5;1;Sehr Interessante Studie;1
6561;6;2;2;2;2;;0;deutsch;1;;15;2,8182;3,0000;2,9091;12;12;4;5;4;2;4;4;3;5;1;2;;Der Überraschungseffekt ist größer.;1;Die Version wirkt übersichtlich/praktisch.;0;;Möchte ich nicht beantworten;1;5;4;4;5;5;3;3;4;1;;1
6571;6;1;1;2;2;;0;Deutsch;1;;2;3,0000;3,0000;3,0000;6;6;4;5;5;4;3;5;1;4;1;3;Damit ich weiß, wieviel ich machen muss, damit ich an der Spitze stehen kann, oder zumindest in den Top n.;;0;;1;1000 ist zuviel auf einmal. Das macht es sehr unübersichtlich und man muss sehr viel scrollen um zu sehen, wieviele Punkte die Top n haben.;4;1;5;5;5;4;4;3;3;5;1;;1
6581;6;2;2;2;2;;0;deutsch;4;whatsapp gruppe;6;3,0000;3,0000;3,0000;6;9;4;3;4;2;1;2;1;3;1;2;;sieht cleaner aus, sonst zu viel auf einmal;0;;0;;2;1;3;4;4;3;5;2;2;4;1;;1
6621;6;1;1;2;1;;0;Deutsch;1;;9;2,8889;2,8889;2,8889;13;15;4;5;5;3;4;5;1;4;1;5;Weil mir das Gesamtbild wichtig war - ich bin sehr kompetitiv, deswegen möchte ich die Bestzahl übertreffen. Nur zu wissen wer unter oder über mir ist hilft mir bei diesem Ziel ja gar nicht.;;0;;0;;7;1;5;4;3;5;5;4;4;2;1;;1
6701;6;2;2;2;1;;0;deutsch;1;;10;3,0000;3,0000;3,0000;15;15;2;2;3;1;4;5;3;4;1;3;;Bestenliste hat für mich keine Auswirkung auf mein eigenes Bildtagging.;0;;0;;0;0;4;;1;1;2;4;3;4;1;;1
6711;6;1;1;2;2;;0;Deutsch;1;;7;2,6000;2,6000;2,6000;12;12;4;4;4;1;5;5;1;5;1;5;Um zu sehen wie viele Punkte die ersten in der Liste erreicht haben.;;0;;0;;4;0;5;;5;5;5;2;2;4;1;;1
6791;6;1;2;2;1;;0;Deutsch;1;;9;2,6250;2,7500;2,6875;10;11;4;3;4;2;3;4;1;5;1;2;Ich bin sehr interessiert daran zu sehen, wie ich im Vergleich zum ersten Platz dastehe. In einer Bestenliste ist der erste Spieler das Ziel was es zu schlagen oder zu erreichen gibt;;0;;0;;6;1;5;4;5;5;5;4;4;2;1;;1
6811;6;2;1;3;1;;0;Deutsch;1;;17;2,0000;2,1111;2,0556;14;14;4;5;5;3;4;5;2;5;0;;;Ein Schritt nach dem anderen. So konnte ich mich besser auf die Begriffe konzentrieren und nicht nur an die Konkurrenz denken.;0;;0;;2;1;4;3;4;1;2;5;5;5;1;Ich habe nach einigen Begriffen, aufgehört welche einzutippen, da ich dachte das dies nur ein Testlauf wäre.;1
6861;6;2;1;4;1;;0;deutsch;0;;10;2,7500;2,7500;2,7500;11;11;2;2;3;4;3;3;4;3;0;;;Übersichtlicher;0;;0;;0;0;5;;1;1;1;1;1;2;1;;1
6891;6;2;2;5;2;;0;deutsch;1;;10;2,6667;2,5556;2,6111;12;12;2;4;3;4;3;4;1;5;1;3;;Weniger Ablenkung;0;;0;;3;1;3;3;5;4;2;2;2;4;1;;1
7241;6;2;1;2;2;;0;Deutsch;1;;12;2,8750;2,8750;2,8750;9;12;4;5;4;1;3;5;1;5;1;3;;Ich fand es mehr übersichtlich als die ganze liste. Ich fand es auch besser sich in der liste zu sehen anstatt scrollen zu müssen nach dem Eintrag.;1;7 Leute zu sehen ist mehr übersichtlich als 100. Es muss dann auch nicht so viel gescrolled werden. ;0;;3;1;4;4;4;4;2;3;2;5;1;;1
7321;6;1;1;2;2;;0;deutsch;1;;23;2,7500;2,8000;2,7750;12;12;1;4;2;3;3;4;1;4;1;3;Bessere Übersichtlichkeit;;0;;0;;1;0;3;;2;2;2;2;2;2;1;;1
7331;6;1;2;2;2;;0;Deutsch, Tschechisch ;1;;10;2,5556;2,6667;2,6111;13;13;4;5;4;4;3;4;5;2;1;4;Man kann sehen, wie viel noch fehlt um mehr oben zu sein. ;;0;;0;;0;1;5;4;1;1;1;4;4;4;1;;1
7421;6;2;1;4;2;;0;Deutsch;0;;2;3,0000;3,0000;3,0000;7;8;2;2;2;3;3;4;1;4;0;;;Weil es mir vollkommen egal war auf welcher Bestenliste ich abgebildet bin, da es auf mich keinen Einfluss hat.;0;;0;;5;0;3;;5;5;5;4;4;4;1;;1
8011;6;2;1;3;2;;0;Deutsch;1;;6;2,8000;2,8000;2,8000;10;10;4;4;3;2;3;4;3;3;0;;;ich wollte bei der ersten Version eher mitwirken, da die Bestenliste leer aussah;0;;0;;0;0;4;;3;1;1;1;1;1;1;;1
8291;6;2;2;2;1;;0;Deutsch;Von Familie;;2;2,5000;2,5000;2,5000;11;11;3;4;4;3;4;5;2;5;1;2;;Es ist viel übersichtlicher so wo man gerade steht;1;Weil das wenig Leute sind und man alle sehen kann;0;;2;0;5;;4;3;4;5;5;5;1;;1
8311;6;2;2;8;1;;0;Deutsch;Von Familie;;12;2,6000;2,6000;2,6000;9;12;3;3;3;1;3;4;2;2;0;;;Ich habe die Angaben auf der Bestenliste nicht registriert.;1;Weil ich dann die wirklich Besten dargestellt werden.;1;Weil eine Bestenliste über 100 oder 1000 nicht glaubwürdig für mich ist. Diese Größenordnung ist für mich nicht realistisch.;2;0;3;;1;1;1;3;1;1;1;Nein;1
8431;6;2;1;3;1;;0;Deutsch;1;;5;3,0000;3,0000;3,0000;11;11;5;5;5;1;5;5;1;5;1;5;;SO hat man einen besseren Überblick und das andere ist zu viel;1;Hier sieht man direkt alle und es ist dadurch nicht unübersichtlich weil es nicht zu viele sind;0;;3;0;5;;5;4;5;5;5;5;1;;1
8461;6;2;2;2;2;;0;deutsch;1;;8;2,7143;2,7143;2,7143;8;11;2;4;4;2;4;5;1;5;1;5;;Übersichtlicher ;0;;0;;2;1;5;4;3;3;4;2;2;3;1;;1
8471;6;2;1;4;2;;0;Deutsch;Von Familie;;5;2,6000;2,8000;2,7000;12;12;4;4;4;1;5;5;1;5;1;3;;Das andere ist zu viel und unübersichtlich;1;Hier sind deutlich weniger aufgelistet und daher ist es übersichtlicher ;0;;2;0;5;;5;2;5;3;5;5;1;;1
8591;6;2;2;5;1;;0;deutsch;Von Familie;;4;2,7500;2,7500;2,7500;6;9;2;3;3;2;4;4;2;4;0;;;wegen der Übersicht;1;zu hohe Nutzeranzahl;0;;1;0;4;;2;2;1;4;4;4;0;Nein;1
8811;6;2;1;3;2;;0;deutsch;1;;6;3,0000;3,0000;3,0000;7;6;3;2;2;3;4;4;3;1;1;2;;Zufallsauswahl. Die Bestenliste spielt für mich eine untergeordnete Rolle;0;;0;;2;1;4;5;5;3;4;3;3;4;1;;1
8831;6;1;1;2;1;;3;türkisch;0;;5;3,0000;3,0000;3,0000;12;12;2;4;4;1;1;3;3;3;1;3;Damit ich mich motivieren kann, mehr nachzudenken. So wurde mir bewusst, was für ein Wortschatz ich besitze.;;0;;0;;1;1;3;3;3;1;1;4;3;4;1;;1
8861;6;2;2;6;1;;0;deutsch;Von Familie;;8;2,8333;2,8333;2,8333;6;15;3;3;2;4;4;5;3;5;0;;;weil weniger namen;0;;0;;0;0;3;;1;1;1;4;5;4;1;;1
8891;6;2;2;2;1;;0;Deutsch;4;Facebook;22;1,9048;1,9524;1,9286;11;12;4;4;4;3;3;4;3;4;1;4;;weniger Überforderung und Ablenkung;0;;0;;1;0;4;;3;1;1;2;1;4;1;;1
9061;6;2;1;4;2;;0;deutsch;1;;3;3,0000;3,0000;3,0000;6;6;2;2;2;2;3;4;3;4;0;;;Die Bestenliste ist mir egal.;0;;0;;3;1;2;2;4;4;4;2;3;3;1;;1
9281;6;1;2;3;1;;0;Deutsch;1;;3;3,0000;3,0000;3,0000;9;9;2;3;2;4;3;4;2;3;1;5;Weil ich alle sehen will;;0;;0;;0;0;4;;2;1;2;4;5;5;1;;1
9321;6;2;2;3;1;;4;Indisch;1;;8;3,0000;3,0000;3,0000;15;14;4;5;4;2;5;5;2;5;0;;;Weil das besser aussah, das andere mit allen hat abgelenkt und so konnte ich kurz und schnell sehen wo ich stehe ;1;Hier sind sehr wenige Teilnehmer und deswegen kann man direkt alle auf einem kurzen Blick sehen und muss nicht scrollen;0;;0;0;5;;4;1;1;4;4;5;1;;1
9341;6;1;2;2;2;;0;Deutsch;4;Facebook;23;1,9000;1,9500;1,9250;9;10;4;4;4;2;3;4;3;3;0;;Besser Überblick zum Vergleich;;0;;0;;2;1;4;4;4;4;4;3;4;4;1;;1
9381;6;1;1;6;1;;0;deutsch;1;;8;2,7500;2,7500;2,7500;9;12;1;1;1;3;3;3;3;3;1;3;bessere uebersicht;;0;;0;;0;0;4;;1;1;1;2;2;2;1;;1
9391;6;1;1;6;2;;0;Deutsch;Von Familie;;8;2,7500;2,7500;2,7500;8;14;3;2;3;2;4;5;2;5;1;3;bessere Aufteilung und Übersicht ist immer gut;;0;;0;;2;0;4;;3;1;2;1;2;3;1;k.A.;1
9431;6;1;1;4;1;;ö;ö;4;WhatsApp Gruppe;11;2,2000;2,2000;2,2000;11;11;4;4;4;3;2;4;3;4;1;3;Weil ich neugierig bin;;0;;0;;1;1;4;3;3;4;4;4;4;4;1;;1
9551;6;1;2;2;1;;0;deutsch;1;;10;2,5000;2,5000;2,5000;9;15;3;4;4;3;3;4;3;3;0;;um eine bessere Übersicht zu haben;;0;;0;;0;0;3;;1;1;1;4;3;3;1;;1
9621;6;1;1;7;2;;0;deutsch;Von Familie;;4;2,0000;2,0000;2,0000;8;8;2;3;3;3;3;4;1;5;1;3;Übersichtlich.;;0;;0;;2;0;4;;4;2;3;2;2;4;1;;1
9651;6;1;1;3;1;;0;Deutsch;4;Facebook;9;3,0000;3,0000;3,0000;9;9;3;4;4;1;2;5;1;3;0;;Weiß nicht, besserer überblick wo auch wirklich die besten sind;;0;;0;;1;0;2;;1;1;1;2;1;1;1;;1
9701;6;2;1;2;1;;0;deutsch;4;von Kommilitonen;6;2,4000;2,4000;2,4000;13;13;2;3;1;4;1;5;1;3;1;2;;für mich unwichtig, daher war es egal welche Liste ich nehme;0;;0;;0;0;1;;3;1;1;2;1;4;1;;1
9781;6;1;2;2;2;;0;deutsch;1;;9;2,7143;2,7143;2,7143;11;8;4;5;4;1;3;5;1;5;1;4;Weil ich bei dieser Bestenliste auch die besseren Plätze sehen konnte und dadurch prüfen, wie groß der Abstand zu denen über mir ist. Bei dem, wo man nur eine Person über und unter sich sieht, kann ich nicht wissen, ob es sich überhaupt lohnt, mir Mühe für die Punkte zu geben oder ob der Abstand sowieso zu groß ist.;;0;;0;;3;1;5;4;5;5;5;2;4;4;1;;1
9831;6;2;1;3;1;;0;Deutsch;Von Familie;;2;NaN;NaN;NaN;13;14;4;5;5;2;4;5;2;5;1;4;;Weil die kurz ist und übersochtlich;1;Weil die liste kurz ist;0;;3;0;5;;5;4;5;3;4;4;1;;1
9861;6;2;2;3;2;;0;deutsch;0;;2;NaN;NaN;NaN;9;9;3;3;3;3;3;3;3;3;0;;;test;1;test;0;;1;1;2;2;2;2;2;2;2;2;0;test;0
9871;6;1;2;3;1;;0;Deutsch;1;;12;NaN;NaN;NaN;15;15;1;1;1;1;1;5;1;5;0;;Interesse an der Menge der Beteiligten "Spieler";;0;;0;;0;0;5;;1;1;1;4;3;1;1;Für mich als wisschenschaftlich arbeitender Mensch war es ausschlaggebend bei der Wahl der Liste wie viele Menschen/Probanden teilgenimmen haben,denn bei einer ausreichenden Teilnahme an Studien kann man auch die Ergebnisse validieren. ;1
